User_ID,Datetime,Content_ID,Content_Type,category,Reaction_Type,Sentiment,score
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,20/11/2020 17:26,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,peeking,neutral,35
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,11/04/2021 20:47,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,worried,negative,12
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,13/06/2021 16:46,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,like,positive,50
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,11/04/2021 14:29,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,heart,positive,60
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,02/03/2021 19:21,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,worried,negative,12
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,27/06/2020 18:44,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,hate,negative,5
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,09/05/2021 21:05,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,hate,negative,5
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,04/08/2020 23:58,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,cherish,positive,70
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,28/08/2020 3:57,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,super love,positive,75
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,25/08/2020 8:21,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,intrigued,positive,45
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,20/04/2021 23:48,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,scared,negative,15
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,07/03/2021 12:40,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,interested,positive,30
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,24/05/2021 3:21,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,indifferent,neutral,20
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,24/01/2021 11:03,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,super love,positive,75
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,09/04/2021 2:46,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,disgust,negative,0
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,02/02/2021 3:43,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,super love,positive,75
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,04/02/2021 3:06,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,interested,positive,30
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,09/11/2020 2:49,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,dislike,negative,10
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,29/09/2020 16:00,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,scared,negative,15
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,29/11/2020 21:33,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,dislike,negative,10
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,13/02/2021 7:54,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,want,positive,70
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,14/07/2020 5:28,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,interested,positive,30
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,23/08/2020 10:30,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,indifferent,neutral,20
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,10/05/2021 9:27,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,worried,negative,12
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,15/03/2021 3:59,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,hate,negative,5
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,25/06/2020 17:01,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,dislike,negative,10
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,13/09/2020 0:11,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,intrigued,positive,45
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,20/08/2020 18:17,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,peeking,neutral,35
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,11/02/2021 4:53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,scared,negative,15
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,08/03/2021 10:40,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,hate,negative,5
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,28/03/2021 21:15,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,disgust,negative,0
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,25/05/2021 1:00,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,hate,negative,5
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,15/03/2021 12:17,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,like,positive,50
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,05/05/2021 16:26,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,positive,65
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,31/08/2020 0:21,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,positive,65
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,16/06/2021 3:02,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,heart,positive,60
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,07/07/2020 10:52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,indifferent,neutral,20
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,20/08/2020 7:59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,peeking,neutral,35
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,23/09/2020 11:15,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,positive,65
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,24/03/2021 5:56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,like,positive,50
a5c65404-5894-4b87-82f2-d787cbee86b4,07/12/2020 19:13,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,negative,5
a5c65404-5894-4b87-82f2-d787cbee86b4,03/08/2020 16:41,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,positive,75
a5c65404-5894-4b87-82f2-d787cbee86b4,10/01/2021 15:36,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
a5c65404-5894-4b87-82f2-d787cbee86b4,20/09/2020 8:48,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,scared,negative,15
a5c65404-5894-4b87-82f2-d787cbee86b4,20/07/2020 14:06,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,cherish,positive,70
a5c65404-5894-4b87-82f2-d787cbee86b4,24/10/2020 12:15,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
a5c65404-5894-4b87-82f2-d787cbee86b4,06/06/2021 1:27,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,positive,30
a5c65404-5894-4b87-82f2-d787cbee86b4,25/12/2020 0:09,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,positive,60
a5c65404-5894-4b87-82f2-d787cbee86b4,14/06/2021 7:56,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,like,positive,50
a5c65404-5894-4b87-82f2-d787cbee86b4,05/06/2021 18:00,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,like,positive,50
a5c65404-5894-4b87-82f2-d787cbee86b4,18/11/2020 23:37,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,negative,5
a5c65404-5894-4b87-82f2-d787cbee86b4,09/05/2021 2:42,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,positive,30
a5c65404-5894-4b87-82f2-d787cbee86b4,11/05/2021 8:38,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,negative,10
a5c65404-5894-4b87-82f2-d787cbee86b4,12/11/2020 8:00,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,peeking,neutral,35
a5c65404-5894-4b87-82f2-d787cbee86b4,21/06/2020 16:57,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,positive,60
a5c65404-5894-4b87-82f2-d787cbee86b4,04/03/2021 23:58,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,positive,75
a5c65404-5894-4b87-82f2-d787cbee86b4,09/07/2020 16:47,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,positive,70
a5c65404-5894-4b87-82f2-d787cbee86b4,01/08/2020 19:16,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,negative,5
a5c65404-5894-4b87-82f2-d787cbee86b4,23/11/2020 22:46,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,negative,10
a5c65404-5894-4b87-82f2-d787cbee86b4,11/12/2020 14:08,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,scared,negative,15
a5c65404-5894-4b87-82f2-d787cbee86b4,23/04/2021 23:41,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,negative,10
a5c65404-5894-4b87-82f2-d787cbee86b4,13/11/2020 0:33,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,positive,70
a5c65404-5894-4b87-82f2-d787cbee86b4,09/06/2021 10:13,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,positive,30
a5c65404-5894-4b87-82f2-d787cbee86b4,29/10/2020 19:41,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,love,positive,65
a5c65404-5894-4b87-82f2-d787cbee86b4,14/05/2021 12:47,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,positive,60
a5c65404-5894-4b87-82f2-d787cbee86b4,04/08/2020 5:40,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,disgust,negative,0
a5c65404-5894-4b87-82f2-d787cbee86b4,07/08/2020 4:09,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
a5c65404-5894-4b87-82f2-d787cbee86b4,23/10/2020 21:19,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
a5c65404-5894-4b87-82f2-d787cbee86b4,14/11/2020 23:53,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
a5c65404-5894-4b87-82f2-d787cbee86b4,04/08/2020 19:26,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,worried,negative,12
a5c65404-5894-4b87-82f2-d787cbee86b4,12/11/2020 4:54,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,positive,30
9fb4ce88-fac1-406c-8544-1a899cee7aaf,03/04/2021 12:17,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,worried,negative,12
9fb4ce88-fac1-406c-8544-1a899cee7aaf,27/09/2020 22:15,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,want,positive,70
9fb4ce88-fac1-406c-8544-1a899cee7aaf,27/10/2020 5:45,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,positive,60
9fb4ce88-fac1-406c-8544-1a899cee7aaf,15/10/2020 9:11,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,scared,negative,15
9fb4ce88-fac1-406c-8544-1a899cee7aaf,07/05/2021 9:16,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,positive,60
9fb4ce88-fac1-406c-8544-1a899cee7aaf,16/09/2020 8:39,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,hate,negative,5
9fb4ce88-fac1-406c-8544-1a899cee7aaf,29/10/2020 15:38,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,indifferent,neutral,20
e206e31b-5f85-4964-b6ea-d7ee5324def1,24/05/2021 18:03,01ab84dd-6364-4236-abbb-3f237db77180,video,food,scared,negative,15
4607d7b0-3313-49b8-9f73-5b8227fc5b67,25/02/2021 20:02,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,interested,positive,30
4607d7b0-3313-49b8-9f73-5b8227fc5b67,02/05/2021 3:45,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,hate,negative,5
4607d7b0-3313-49b8-9f73-5b8227fc5b67,28/01/2021 8:49,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,want,positive,70
4607d7b0-3313-49b8-9f73-5b8227fc5b67,15/02/2021 13:06,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,neutral,35
4607d7b0-3313-49b8-9f73-5b8227fc5b67,04/11/2020 21:25,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,negative,10
4607d7b0-3313-49b8-9f73-5b8227fc5b67,23/06/2020 22:12,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,love,positive,65
4607d7b0-3313-49b8-9f73-5b8227fc5b67,16/02/2021 4:01,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,cherish,positive,70
4607d7b0-3313-49b8-9f73-5b8227fc5b67,03/01/2021 8:44,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,interested,positive,30
4607d7b0-3313-49b8-9f73-5b8227fc5b67,25/11/2020 12:45,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,positive,72
4607d7b0-3313-49b8-9f73-5b8227fc5b67,03/12/2020 16:47,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,like,positive,50
4607d7b0-3313-49b8-9f73-5b8227fc5b67,22/05/2021 21:03,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,like,positive,50
4607d7b0-3313-49b8-9f73-5b8227fc5b67,18/01/2021 13:39,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,cherish,positive,70
4607d7b0-3313-49b8-9f73-5b8227fc5b67,06/01/2021 0:35,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,indifferent,neutral,20
4607d7b0-3313-49b8-9f73-5b8227fc5b67,14/05/2021 14:33,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,positive,72
4607d7b0-3313-49b8-9f73-5b8227fc5b67,27/05/2021 15:21,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,worried,negative,12
4607d7b0-3313-49b8-9f73-5b8227fc5b67,21/07/2020 2:12,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,neutral,35
4607d7b0-3313-49b8-9f73-5b8227fc5b67,26/05/2021 6:09,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,negative,10
4607d7b0-3313-49b8-9f73-5b8227fc5b67,25/02/2021 3:16,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,negative,10
4607d7b0-3313-49b8-9f73-5b8227fc5b67,07/12/2020 22:50,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,intrigued,positive,45
4607d7b0-3313-49b8-9f73-5b8227fc5b67,24/10/2020 14:06,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,indifferent,neutral,20
4607d7b0-3313-49b8-9f73-5b8227fc5b67,01/09/2020 21:18,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,neutral,35
4607d7b0-3313-49b8-9f73-5b8227fc5b67,10/05/2021 22:07,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,positive,72
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,12/02/2021 16:37,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,positive,70
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,28/04/2021 15:22,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,24/01/2021 0:38,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,positive,45
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,18/03/2021 1:53,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,negative,12
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,14/01/2021 7:21,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,negative,0
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,23/12/2020 4:11,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,21/05/2021 7:23,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,negative,5
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,28/03/2021 23:25,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,positive,50
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,16/09/2020 7:33,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,peeking,neutral,35
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,08/11/2020 10:53,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,indifferent,neutral,20
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,06/03/2021 5:23,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,13/01/2021 23:35,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,negative,0
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,06/09/2020 22:35,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,positive,70
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,24/06/2020 9:31,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,07/02/2021 21:39,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,negative,5
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,21/01/2021 18:28,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,positive,45
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,27/02/2021 0:21,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,negative,10
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,22/08/2020 12:06,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,negative,12
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,03/08/2020 6:29,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,positive,70
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,02/08/2020 6:20,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,negative,15
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,04/06/2021 4:57,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,positive,70
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,21/10/2020 9:07,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,super love,positive,75
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,26/12/2020 19:46,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,negative,10
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,02/03/2021 22:47,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,negative,15
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,31/03/2021 9:48,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,indifferent,neutral,20
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,14/06/2021 13:44,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,27/12/2020 17:04,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,negative,15
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,11/02/2021 3:51,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,negative,15
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,07/12/2020 19:07,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,28/12/2020 8:31,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,26/10/2020 5:27,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,26/09/2020 18:43,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,negative,12
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,25/11/2020 13:01,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,negative,15
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,11/07/2020 5:51,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,19/03/2021 16:23,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,11/10/2020 18:31,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,02/11/2020 20:15,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,01/10/2020 3:35,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,positive,70
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,11/02/2021 20:10,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,negative,0
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,07/02/2021 15:59,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,positive,70
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,17/10/2020 11:46,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,negative,5
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,09/08/2020 19:41,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,positive,50
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,01/02/2021 2:40,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,love,positive,65
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,30/01/2021 9:36,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,adore,positive,72
583f2bde-886d-4cf3-a5c4-7cb60cd25df3,31/03/2021 15:24,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,want,positive,70
583f2bde-886d-4cf3-a5c4-7cb60cd25df3,05/02/2021 17:00,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,super love,positive,75
583f2bde-886d-4cf3-a5c4-7cb60cd25df3,19/02/2021 16:29,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,heart,positive,60
583f2bde-886d-4cf3-a5c4-7cb60cd25df3,25/07/2020 0:00,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,worried,negative,12
2bd9c167-e06c-47c1-a978-3403d6724606,13/07/2020 2:38,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,positive,72
